maze,state_id,row,col,action,next_id,next_row,next_col
C,60,7,4,D,60,7,4
C,60,7,4,L,59,7,3
C,60,7,4,R,61,7,5
C,61,7,5,U,61,7,5
C,61,7,5,D,61,7,5
C,61,7,5,L,60,7,4
C,61,7,5,R,62,7,6
C,62,7,6,U,62,7,6
C,62,7,6,D,62,7,6
C,62,7,6,L,61,7,5
C,62,7,6,R,62,7,6
C,63,7,7,U,55,6,7
C,63,7,7,D,63,7,7
C,63,7,7,L,63,7,7
C,63,7,7,R,63,7,7
